,Unnamed: 0,book_id,book_language,book_series_number,book_title,book_author,book_year,sentence_page,sentence_id,sentence_language,sentence_type,sentence_number,sentence_text,sentence_sentiment_score,sentence_lda,sentence_lda_scores
570,570,1,en,4.1,On Weaving,Anni Albers,1974,30,571,en,text,571,"This loom is the loom, mainly, of cotton weaving.",0,"['heut', 'leg', 'research', 'complex', 'abstract', 'rule']","[0.936, 0.615, 0.592, 0.346, 0.342, 0.33]"
571,571,1,en,4.1,On Weaving,Anni Albers,1974,30,572,en,text,572,"It is believed that an­ other phase in the mechanization of the loom was initiated with the use of a new fiber, silk, which the Chinese were experimenting with at a time when other parts of the world were in the early stages of working with cotton and flax.",-0.003,"['part', 'reach', 'sign', 'volum', 'painter', 'futurist']","[0.358, 0.306, 0.298, 0.329, 0.293, 0.273]"
572,572,1,en,4.1,On Weaving,Anni Albers,1974,30,573,en,text,573,"The fineness of the threads made special adaptations of the weaving ap­pliances necessary, and thus it is concidered likely that we owe to the Far East the improvements that added so importantly to swift and control led perform­ance in weaving.",0.152,"['sourc', 'exist', 'anim', 'number', 'weav', 'thread']","[0.717, 0.716, 0.705, 0.31, 0.304, 0.272]"
573,573,1,en,4.1,On Weaving,Anni Albers,1974,30,574,en,text,574,"One of the first of these improvements concerned the shedding mechanism, which had to be made to function smoothly enough not to damage the fragile threads.",0.4,"['number', 'weav', 'thread', 'combin', 'narrow', 'heavi']","[0.386, 0.38, 0.348, 0.419, 0.333, 0.329]"
574,574,1,en,4.1,On Weaving,Anni Albers,1974,30,575,en,text,575,The shed-rod was discarded and replaced by a second heddle. The heddle itself was changed in some respects.,0,"['number', 'weav', 'thread', 'block', 'wooden', 'normal']","[0.597, 0.591, 0.559, 0.286, 0.282, 0.282]"
575,575,1,en,4.1,On Weaving,Anni Albers,1974,30,576,en,text,576,Whereas it previously had been drawn by hand in an upward direction only and therefore had consisted of only one light rod to which the upper end of the string loops.,0.047,"['close', 'previous', 'lamp', 'mass', 'spring', 'conscious']","[0.273, 0.2, 0.199, 0.416, 0.217, 0.205]"
576,576,1,en,4.1,On Weaving,Anni Albers,1974,30,577,en,text,577,"carrying one warp thread each, were attached, it now was equipped with a second rod or lath to which the lower end of the loops were secured, thus making a down­ ward movement possible.",0,"['number', 'weav', 'thread', 'gothic', 'europ', 'late']","[0.489, 0.483, 0.451, 0.305, 0.295, 0.224]"
577,577,1,en,4.1,On Weaving,Anni Albers,1974,30,578,en,text,578,"With the lower, second lath, the heddle took on a new name, leaving its former one to the loops only, through which the warp threads pass.",0.034,"['number', 'weav', 'thread', 'took', 'optic', 'problem']","[0.6, 0.594, 0.562, 0.203, 0.151, 0.144]"
578,578,1,en,4.1,On Weaving,Anni Albers,1974,30,579,en,text,579,"It now was called a pair of shafts or, if upper and lower laths were connected at their ends by uprights.",0,"['mass', 'spring', 'conscious', 'end', 'chair', 'have']","[0.673, 0.474, 0.462, 0.38, 0.273, 0.252]"
579,579,1,en,4.1,On Weaving,Anni Albers,1974,30,580,en,text,580,"A revolutionary change came with the transfer from hand to foot operation of the frames, together with their now two-directional motion.",0,"['light', 'came', 'dung', 'creation', 'similar', 'type']","[0.44, 0.242, 0.223, 0.32, 0.273, 0.264]"
580,580,1,en,4.1,On Weaving,Anni Albers,1974,30,581,en,text,581,"Since, in Asia, much more use is made of the feet in working than in Europe, for in­stance, this shift itself has been interpreted as another indication of the part the East played in subsequent developments.",0.25,"['standard', 'angl', 'establish', 'sourc', 'exist', 'anim']","[0.36, 0.35, 0.312, 0.294, 0.293, 0.282]"
581,581,1,en,4.1,On Weaving,Anni Albers,1974,30,582,en,text,582,"What was done was to suspend and also couple the shafts or frames, by means of cords running over a roller which was placed above the loom proper.",0,"['hand', 'tabl', 'oper', 'especi', 'task', 'composit']","[0.545, 0.365, 0.336, 0.216, 0.192, 0.187]"
582,582,1,en,4.1,On Weaving,Anni Albers,1974,30,583,en,text,583,Each lower lath was tied to a treadle below the loom.,0,"['heut', 'leg', 'research', 'hand', 'tabl', 'oper']","[0.77, 0.449, 0.426, 0.612, 0.432, 0.403]"
583,583,1,en,4.1,On Weaving,Anni Albers,1974,30,584,en,text,584,"When a treadle was stepped on , one frame was drawn downward, while the other one linked to it automatically rose.",0.237,"['late', 'step', 'dimension', 'furnitur', 'automat', 'harmon']","[0.447, 0.439, 0.393, 0.397, 0.268, 0.249]"
584,584,1,en,4.1,On Weaving,Anni Albers,1974,30,585,en,text,585,"Since the frames carried the heddles through which the warp threads were drawn , the countermovement paned them and thereby opened the shed.",0,"['number', 'weav', 'thread', 'curv', 'straight', 'free']","[0.6, 0.594, 0.562, 0.454, 0.416, 0.387]"
585,585,1,en,4.1,On Weaving,Anni Albers,1974,30,586,en,text,586,The hand no longer was needed in this performance and therefore was free swiftly to pass weft and beat it into place.,0.4,"['sourc', 'exist', 'anim', 'especi', 'task', 'composit']","[0.234, 0.233, 0.222, 0.232, 0.208, 0.203]"
586,586,1,en,4.1,On Weaving,Anni Albers,1974,80,587,en,text,587,80 On Weaving underlies: all our doing and whose ultimate form is also that of art.,0,"['sein', 'roll', 'independ', 'number', 'weav', 'thread']","[0.579, 0.481, 0.425, 0.314, 0.308, 0.276]"
587,587,1,en,4.1,On Weaving,Anni Albers,1974,80,588,en,text,588,"Material form becomes meaningful form through design, that is, through considered relationships.",0.5,"['complex', 'abstract', 'rule', 'materi', 'later', 'lead']","[0.585, 0.581, 0.569, 0.331, 0.263, 0.262]"
588,588,1,en,4.1,On Weaving,Anni Albers,1974,80,589,en,text,589,And this meaningful form can become the carrier of a meaning that takes us beyond what we think of as immediate reality.,0,"['effect', 'linear', 'take', 'realiti', 'book', 'greater']","[0.511, 0.419, 0.402, 0.313, 0.309, 0.272]"
589,589,1,en,4.1,On Weaving,Anni Albers,1974,80,590,en,text,590,But an orderli­ness that is too obvious cannot become meaningful in this superior sense that is art.,0.7,"['motiv', 'cent', 'extrem', 'year', 'high', 'earli']","[0.558, 0.554, 0.541, 0.412, 0.365, 0.361]"
590,590,1,en,4.1,On Weaving,Anni Albers,1974,80,591,en,text,591,"The organization of forms, their relatedness, their proportions, rnust have that quality of mystery that we know in nature.",0,"['organ', 'bring', 'head', 'depend', 'constant', 'qualiti']","[0.392, 0.381, 0.265, 0.269, 0.259, 0.259]"
591,591,1,en,4.1,On Weaving,Anni Albers,1974,80,592,en,text,592,"Nature, however, shows herself to us only in part.",0,"['characterist', 'show', 'skill', 'natur', 'patent', 'sens']","[0.41, 0.399, 0.392, 0.612, 0.478, 0.391]"
592,592,1,en,4.1,On Weaving,Anni Albers,1974,80,593,en,text,593,"The whole of nature, though we always seek it, remains hidden from us.",0.017,"['lass', 'manag', 'ceil', 'ton', 'contain', 'flow']","[0.696, 0.41, 0.373, 0.442, 0.404, 0.383]"
593,593,1,en,4.1,On Weaving,Anni Albers,1974,80,594,en,text,594,"To reassure us, art tries, I believe, to show us a whole­ness that we can comprehend.",-0.1,"['touch', 'believ', 'mention', 'find', 'chest', 'workshop']","[0.323, 0.306, 0.299, 0.609, 0.315, 0.288]"
594,594,1,en,4.1,On Weaving,Anni Albers,1974,79,595,en,text,595,Designing as Visual Organization 79  our range of choice.,0,"['industriell', 'knowledg', 'suggest', 'larg', 'english', 'turn']","[0.488, 0.473, 0.469, 0.336, 0.293, 0.273]"
595,595,1,en,4.1,On Weaving,Anni Albers,1974,79,596,en,text,596,"Among other components to be considered, contributing to such limitation, is that of price.",-0.062,"['format', 'tempo', 'face', 'will', 'shown', 'mirror']","[0.437, 0.371, 0.338, 0.325, 0.291, 0.272]"
596,596,1,en,4.1,On Weaving,Anni Albers,1974,79,597,en,text,597,"above others, is often felt as a restric­tion on the freedom of the designer.",0,"['photographi', 'mathemat', 'architectur', 'start', 'total', 'klee']","[0.476, 0.451, 0.43, 0.32, 0.309, 0.306]"
597,597,1,en,4.1,On Weaving,Anni Albers,1974,79,598,en,text,598,"I have shown , I think, that I do not be­lieve in the sovereignty of the designer, and I cannot concur with the view that such a limitation must mean frustration .",-0.312,"['will', 'shown', 'mirror', 'play', 'scienc', 'problem']","[0.454, 0.42, 0.401, 0.285, 0.283, 0.259]"
598,598,1,en,4.1,On Weaving,Anni Albers,1974,79,599,en,text,599,"Rather, to my mind, limita­tion may act as directives and may be as suggestive as were both the material itself and anticipated performance.",0,"['period', 'prof', 'bauhausbuch', 'seit', 'siedlung', 'mind']","[0.617, 0.487, 0.472, 0.413, 0.218, 0.217]"
599,599,1,en,4.1,On Weaving,Anni Albers,1974,79,600,en,text,600,"Great freedom can be a hinderence of the bewildering choices it leaves to us, while limitations, when ap­proached open-mindedly, can spur the imagination to make the best use of them and possibly even to overcome them.",1,"['symbol', 'stil', 'deal', 'part', 'reach', 'sign']","[0.415, 0.364, 0.328, 0.302, 0.25, 0.242]"
600,600,1,en,4.1,On Weaving,Anni Albers,1974,79,601,en,text,601,"As much a Iimiting factor as price, for instance, is the matter of produc­tion .",0.2,"['format', 'tempo', 'face', 'vertic', 'horizont', 'sculptur']","[0.602, 0.536, 0.503, 0.319, 0.277, 0.273]"
601,601,1,en,4.1,On Weaving,Anni Albers,1974,79,602,en,text,602,"Whether production is by craft or by industrial method, this many-sided problem can be as stimulating as the others discussed earlier.",0,"['observ', 'lung', 'agricultur', 'industri', 'inner', 'experienc']","[0.376, 0.353, 0.346, 0.353, 0.252, 0.244]"
602,602,1,en,4.1,On Weaving,Anni Albers,1974,79,603,en,text,603,Any one of them can serve as starting point in the process of crystallization that we have followed.,0,"['start', 'total', 'klee', 'point', 'look', 'histori']","[0.486, 0.475, 0.472, 0.329, 0.281, 0.251]"
603,603,1,en,4.1,On Weaving,Anni Albers,1974,79,604,en,text,604,"It is interesting to note here that mechanized production, however advanced, always means a reduction in the range of possibilities, though usu­ally it also means an increase in exactitude, speed, and quantity of output, when compared to anything done with the ancient instrument that is our hand.",0.5,"['field', 'beauti', 'possibl', 'white', 'black', 'demand']","[0.517, 0.418, 0.416, 0.253, 0.249, 0.215]"
604,604,1,en,4.1,On Weaving,Anni Albers,1974,79,605,en,text,605,"As to our immediate concern , the material for the wall : it constitutes no prob­lem for machine or hand.",0,"['reason', 'wed', 'stori', 'hand', 'tabl', 'oper']","[0.398, 0.377, 0.347, 0.429, 0.249, 0.22]"
605,605,1,en,4.1,On Weaving,Anni Albers,1974,79,606,en,text,606,"The construction is of the simplest kind demanding nothing but the simplest type of loom, and the choice between industrial or manual production is dependent solely on the quantity of material involved.",0,"['london', 'frame', 'simpli', 'creation', 'similar', 'type']","[0.553, 0.483, 0.463, 0.318, 0.271, 0.262]"
606,606,1,en,4.1,On Weaving,Anni Albers,1974,79,607,en,text,607,"Today such matters as, for instance, that the finished object be photogenic can influence designing.",0,"['characterist', 'show', 'skill', 'object', 'pressur', 'suppli']","[0.391, 0.38, 0.373, 0.271, 0.235, 0.214]"
607,607,1,en,4.1,On Weaving,Anni Albers,1974,79,608,en,text,608,"In a time that depends greatly for success upon photographic reproduction , a consideration of this sort - in itself surely be­ side the point- can become a factor that may have to be taken into account.",0.533,"['complex', 'abstract', 'rule', 'sound', 'creativ', 'clear']","[0.309, 0.305, 0.293, 0.245, 0.221, 0.217]"
608,608,1,en,4.1,On Weaving,Anni Albers,1974,79,609,en,text,609,"So, too, many the powerful figure of the client and, in textiles, the buyer, who often bring to the project preconceived viewpoints that may be right but, alas, can he wrong.",0.029,"['film', 'kind', 'exampl', 'power', 'rich', 'stone']","[0.553, 0.442, 0.389, 0.216, 0.208, 0.205]"
609,609,1,en,4.1,On Weaving,Anni Albers,1974,79,610,en,text,610,"As you will have noticed, I have made no distinction between the crafts­man designer, the indmtrial designer, and the artist - because the !",0,"['school', 'england', 'train', 'number', 'weav', 'thread']","[0.587, 0.584, 0.574, 0.267, 0.261, 0.229]"
610,610,1,en,4.1,On Weaving,Anni Albers,1974,79,611,en,text,611,"the fundamental if not the specific, considerations are the same, I believe, for those who work with the conscience and apperception of the artist.",0,"['number', 'weav', 'thread', 'sound', 'creativ', 'clear']","[0.426, 0.42, 0.388, 0.279, 0.255, 0.251]"
611,611,1,en,4.1,On Weaving,Anni Albers,1974,79,612,en,text,612,"With surprise and reassurance I recently came across a statement by the painter Lionel Feininger, who speaks of one of his pictures as having '""painted itself.''",0,"['concentr', 'tubular', 'intuit', 'paint', 'million', 'accord']","[0.193, 0.187, 0.178, 0.258, 0.184, 0.176]"
612,612,1,en,4.1,On Weaving,Anni Albers,1974,79,613,en,text,613,At the beginning we spoke here of the comprehensible orderliness which,0,"['begin', 'speak', 'streb']","[0.609, 0.572, 0.562]"
613,613,1,en,4.1,On Weaving,Anni Albers,1974,78,614,en,text,614,"78 On Weaving ing raised and lowered threads- shiny and dull, lighter and darker, tan and white.",-0.146,"['number', 'weav', 'thread', 'biolog', 'gleiz', 'ernst']","[0.531, 0.525, 0.493, 0.269, 0.233, 0.232]"
614,614,1,en,4.1,On Weaving,Anni Albers,1974,78,615,en,text,615,"This material will be quiet yet alive, responsive to lighting, compliant in its relationship to objects more demonstrative than itself in color and shape; a background for a flower, a face, a painting, a sculpture.",0.2,"['effect', 'linear', 'take', 'color', 'light', 'relationship']","[0.605, 0.513, 0.496, 0.41, 0.375, 0.366]"
615,615,1,en,4.1,On Weaving,Anni Albers,1974,78,616,en,text,616,From here we can move on to a wider point of view.,0,"['motion', 'techniqu', 'view', 'soil', 'posit', 'claim']","[0.634, 0.594, 0.579, 0.32, 0.308, 0.3]"
616,616,1,en,4.1,On Weaving,Anni Albers,1974,78,617,en,text,617,We may contend that the world around us puts us under great strain and that we need calm and quietness wherever we can get them.,0.55,"['sein', 'roll', 'independ', 'land', 'need', 'question']","[0.828, 0.73, 0.674, 0.298, 0.279, 0.265]"
617,617,1,en,4.1,On Weaving,Anni Albers,1974,78,618,en,text,618,"Today, we should try to counteract habits that only rarely leave us time to collect ourselves.",0.15,"['touch', 'believ', 'mention', 'field', 'beauti', 'possibl']","[0.363, 0.346, 0.339, 0.395, 0.296, 0.294]"
618,618,1,en,4.1,On Weaving,Anni Albers,1974,78,619,en,text,619,"Every hour on the hour we seem to need the latest and, as it turns out, usually the most unset­tling and gloomy report, often, when seen in retrospect, of non-essentials.",0.25,"['studi', 'approach', 'consist', 'sound', 'creativ', 'clear']","[0.462, 0.402, 0.392, 0.216, 0.192, 0.188]"
619,619,1,en,4.1,On Weaving,Anni Albers,1974,78,620,en,text,620,"Nevertheless, we are seldom found, on train or plane, on bus or boat, or in any given moment of imposed restraim of action- without a bundle of dis­tractions in our hand in the form of papers or magazines.",0.1,"['moment', 'sphere', 'given', 'tag', 'precis', 'fundament']","[0.326, 0.284, 0.283, 0.245, 0.209, 0.208]"
620,620,1,en,4.1,On Weaving,Anni Albers,1974,78,621,en,text,621,"And though it may appear that we are straying from our line of thought, it is on the contrary here on the ground of philosophy and morals that atti­tudes and convictions, the starting points of our actions, are formed.",0,"['line', 'gold', 'form', 'start', 'total', 'klee']","[0.837, 0.424, 0.412, 0.286, 0.275, 0.272]"
621,621,1,en,4.1,On Weaving,Anni Albers,1974,78,622,en,text,622,"Two matters may here be of special concern to the conscientious designer and may make him stop and think or, perhaps, think and stop.",0.429,"['play', 'scienc', 'problem', 'school', 'england', 'train']","[0.443, 0.441, 0.417, 0.445, 0.442, 0.432]"
622,622,1,en,4.1,On Weaving,Anni Albers,1974,78,623,en,text,623,"The first is that with his help another object will be added to the many that are already tak­ing our attention and our care, another object to distract us.",0.375,"['object', 'pressur', 'suppli', 'museum', 'stuttgart', 'journal']","[0.396, 0.36, 0.339, 0.293, 0.265, 0.24]"
623,623,1,en,4.1,On Weaving,Anni Albers,1974,78,624,en,text,624,(Our households contain hundreds of objects.),0,"['mach', 'household', 'system', 'gothic', 'europ', 'late']","[0.506, 0.336, 0.319, 0.376, 0.366, 0.295]"
624,624,1,en,4.1,On Weaving,Anni Albers,1974,78,625,en,text,625,"The second is that by trying to give this object its best possible shape, by trying to make it as timeless as possible- that is, not dictated by short-lived fashion - and by finding for it a form as anonymous as possible- that is, a form unburdened by dominantly individual traits of the planner- the designer finds himself in direct conflict with the economic pattern of our time.",0.217,"['find', 'chest', 'workshop']","[1.233, 0.939, 0.912]"
625,625,1,en,4.1,On Weaving,Anni Albers,1974,78,626,en,text,626,"For the economy of today is built largely upon change, and the ""successful"" designer, a term I have not used before, will have to consider the matter of calculated obsolescence.""",0.482,"['squar', 'appli', 'firm', 'symbol', 'stil', 'deal']","[0.868, 0.859, 0.859, 0.26, 0.209, 0.173]"
626,626,1,en,4.1,On Weaving,Anni Albers,1974,78,627,en,text,627,"We are urged today to want more and more things, and we are subjected to a vigorous campaigning for always newer things.",0.5,"['larg', 'english', 'turn', 'symbol', 'stil', 'deal']","[0.387, 0.344, 0.324, 0.392, 0.341, 0.305]"
627,627,1,en,4.1,On Weaving,Anni Albers,1974,78,628,en,text,628,things that are not necessarily newer in per­formance. We are asked to shift from red to blue or from this bit of trimming to that for the questionable reason or unreason of fashion.,0,"['combin', 'narrow', 'heavi', 'fast', 'geometr', 'pigment']","[0.311, 0.225, 0.221, 0.265, 0.222, 0.177]"
628,628,1,en,4.1,On Weaving,Anni Albers,1974,78,629,en,text,629,"It is evident, I think, that the designer who takes the longer view is by no means identical with the successful designer.",0.25,"['figur', 'continu', 'subject', 'point', 'look', 'histori']","[0.414, 0.371, 0.355, 0.388, 0.34, 0.31]"
629,629,1,en,4.1,On Weaving,Anni Albers,1974,78,630,en,text,630,We have watched the coming into being of our object and have seen how medium and method of work present themselves to us and thereby limit,0,"['parallel', 'seen', 'detail', 'haus', 'band', 'attempt']","[0.407, 0.4, 0.365, 0.478, 0.421, 0.286]"
1153,1153,2,de,13,Kubismus,Albert Gleizes,1928,23,1154,de,text,1,"appear in certain light costing model of the treatment, to a customary naturalistic deviation from the observer, by its evident the relations.",0.316,"['creation', 'similar', 'type', 'gut', 'bread', 'away']","[0.469, 0.422, 0.413, 0.585, 0.433, 0.352]"
1154,1154,2,de,13,Kubismus,Albert Gleizes,1928,23,1155,de,text,2,the positive-negative possibilities of of the elementary realization After master- the third stage.,0.15,"['volum', 'painter', 'futurist']","[0.846, 0.81, 0.79]"
1155,1155,2,de,13,Kubismus,Albert Gleizes,1928,23,1156,de,text,3,"The The third intensiv* negative volume, an positive and degrees of relations of various ing the completely perforate contrasts.",0.005,"['simultan', 'divid', 'reaction', 'late', 'step', 'dimension']","[0.296, 0.271, 0.268, 0.218, 0.21, 0.164]"
1156,1156,2,de,13,Kubismus,Albert Gleizes,1928,23,1157,de,text,4,"The follows, creating material penetration of the 22-26).",0,"['characterist', 'show', 'skill', 'plate', 'common', 'shap']","[0.392, 0.381, 0.374, 0.391, 0.372, 0.352]"
1157,1157,2,de,13,Kubismus,Albert Gleizes,1928,23,1158,de,text,5,"very limits of hollow to the sculpture is a heightening perforate by the completely block still is, is shown idea of the old-fashioned lent the sculpture is visitor that the not assures the Lipchitz (Fig.",0.067,"['ail', 'logisch', 'surfac', 'lini', 'case', 'photograph']","[0.329, 0.272, 0.256, 0.376, 0.262, 0.245]"
1158,1158,2,de,13,Kubismus,Albert Gleizes,1928,23,1159,de,text,6,"Auguste relief, whether round or whether sculpture in stylized, naturalistic or Whether treatment of noted in the stages moy be today, the same years ogo or executed 500 of volume.",0.067,"['paint', 'million', 'accord', 'chair', 'metal', 'circl']","[0.339, 0.265, 0.257, 0.331, 0.265, 0.225]"
1159,1159,2,de,13,Kubismus,Albert Gleizes,1928,23,1160,de,text,7,he material Engineering assemblage as an economical working principle has had a funda- mental influence on the new sculptural creation.,0.112,"['spiral', 'french', 'hold']","[0.522, 0.52, 0.513]"
1160,1160,2,de,13,Kubismus,Albert Gleizes,1928,23,1161,de,text,8,"For that matter, the principle of assembling materials is effective in every field of creation.",0.6,"['passiv', 'rapid', 'respect', 'realiti', 'book', 'greater']","[0.282, 0.268, 0.255, 0.295, 0.291, 0.254]"
1161,1161,2,de,13,Kubismus,Albert Gleizes,1928,23,1162,de,text,9,"We find it in the technique, also in painting as collage, in photography photomontage, as in the film, as editing and cutting, in the film music where frag- ments of various moods are combined, and in the literature as the stream of con- sciousness or automatic writing.",-0.3,"['wind', 'exact', 'path', 'parallel', 'seen', 'detail']","[0.544, 0.532, 0.505, 0.284, 0.277, 0.242]"
1162,1162,2,de,13,Kubismus,Albert Gleizes,1928,23,1163,de,text,10,"Already Roman sculpture showed the conscious use of metals, in combination with first semester, marble of different colors.",0.117,"['chair', 'metal', 'circl', 'part', 'reach', 'sign']","[0.454, 0.388, 0.348, 0.304, 0.252, 0.244]"
1163,1163,2,de,13,Kubismus,Albert Gleizes,1928,23,1164,de,text,11,"But these statues (in the Louvre) look to us today much New Bauhaus, 22a.",0.136,"['method', 'ide', 'instrument', 'war', 'solut', 'visibl']","[0.611, 0.557, 0.516, 0.442, 0.357, 0.318]"
1164,1164,2,de,13,Kubismus,Albert Gleizes,1928,23,1165,de,text,12,Archipenko was the first who made the attempt with assembled left to right).,0.179,"['passiv', 'rapid', 'respect']","[0.849, 0.835, 0.822]"
1165,1165,2,de,13,Kubismus,Albert Gleizes,1928,23,1166,de,text,13,It was a challenge to the applied art evaluation of materials.,0,"['motion', 'techniqu', 'view', 'fall', 'centuri', 'nineteenth']","[0.762, 0.722, 0.707, 0.443, 0.254, 0.248]"
1166,1166,2,de,13,Kubismus,Albert Gleizes,1928,23,1167,de,text,14,"He did not W. Greene, T. by K. O’Brien, want to give the illusion with his materials of the upper surfaces (silk, skin, etc.).",0,"['extend', 'boundari', 'seal']","[0.61, 0.599, 0.598]"
1167,1167,2,de,13,Kubismus,Albert Gleizes,1928,23,1168,de,text,15,"His wood was to stand for wood, his metal for metal, etc., ond have its own value.",0.6,"['extend', 'boundari', 'seal', 'standard', 'angl', 'establish']","[0.408, 0.397, 0.396, 0.36, 0.35, 0.312]"
1168,1168,2,de,13,Kubismus,Albert Gleizes,1928,23,1169,de,text,16,"positive of volumes, the relationships students work with modeling class the In the The introduction of the high polished surface, machine-like assemblage of the treat- ond surface and proportions values of shapes full ond hollow, ond negative, new constructivist sculptures became the harbinger of “industrial art.” different kinds.",0.068,"['complex', 'abstract', 'rule', 'natur', 'patent', 'sens']","[0.469, 0.465, 0.453, 0.522, 0.388, 0.301]"
1169,1169,2,de,13,Kubismus,Albert Gleizes,1928,23,1170,de,text,17,"sculpture demands broken-through, piece of completely completely perforated, The One could make an analysis of treatment of material, proportions, psychic and other hand a mind and on the technical knowledge, hand a developed on the one compositional factors, etc., for most examples of sculpture.",0.115,"['creation', 'similar', 'type', 'sound', 'creativ', 'clear']","[0.484, 0.437, 0.428, 0.215, 0.191, 0.187]"
1170,1170,2,de,13,Kubismus,Albert Gleizes,1928,23,1171,de,text,18,"We restrict ourselves to beyond expres- weight, a passing of material from its abstractly: a freeing that works note the stage of volume grasp.",0,"['figur', 'continu', 'subject', 'curv', 'straight', 'free']","[0.468, 0.425, 0.409, 0.27, 0.232, 0.203]"
1171,1171,2,de,13,Kubismus,Albert Gleizes,1928,158,1172,de,text,19,"weiten kreisen aufnähme gefunden, da sie eben in der zeit liegen, die zahle ergebnisse der Siedlung sind in untenstehenden tabellen zusammengestellt.",0,"['field', 'beauti', 'possibl', 'materi', 'later', 'lead']","[0.596, 0.497, 0.495, 0.288, 0.22, 0.219]"
1172,1172,2,de,13,Kubismus,Albert Gleizes,1928,158,1173,de,text,20,es enthält außer laden im erdgeschoß drei stockwerkswohnungen von je 3 zimmern mit küche.,0,"['forc', 'america', 'contrast']","[0.589, 0.53, 0.509]"
1173,1173,2,de,13,Kubismus,Albert Gleizes,1928,7,1174,de,text,21,"Alexandre Mercereau, the advocate-general Granié, supported them in their writings and in the talks they gave.",0,"['sein', 'roll', 'independ', 'mass', 'spring', 'conscious']","[0.64, 0.542, 0.486, 0.431, 0.232, 0.22]"
1174,1174,2,de,13,Kubismus,Albert Gleizes,1928,7,1175,de,text,22,"The scandal was not as violent in the other European countries as it had been in Paris, but the interest that Cubism aroused was just as great.",-0.005,"['creation', 'similar', 'type', 'vision', 'brush', 'percier']","[0.47, 0.423, 0.414, 0.27, 0.221, 0.209]"
1175,1175,2,de,13,Kubismus,Albert Gleizes,1928,7,1176,de,text,23,Public opinion was excited by the new appearances that were being assumed by painting.,0.17,"['vision', 'brush', 'percier', 'idea', 'influenc', 'experiment']","[0.43, 0.381, 0.369, 0.236, 0.233, 0.228]"
1176,1176,2,de,13,Kubismus,Albert Gleizes,1928,7,1177,de,text,24,"What came back to us at that time, as an echo, from the manifestations to which the public of these other European countries gave themselves up on the faith, good or bad, of the papers (which told the wildest stories, illustrated with portraits or reproductions nearly always arbitrarily re-worked when they hadn't been invented altogether) shows to what extent the imagination can pull masses of individuals out of their daily routine, if only it is moved by something that has life in it.",-0.012,"['analys', 'diagram', 'element', 'especi', 'task', 'composit']","[0.478, 0.375, 0.351, 0.212, 0.188, 0.183]"
1177,1177,2,de,13,Kubismus,Albert Gleizes,1928,7,1178,de,text,25,"We are sometimes surprised to think that in Greece, thousands of men could be moved, passionately, by a play of Sophocles.",0.025,"['mass', 'spring', 'conscious', 'block', 'wooden', 'normal']","[0.525, 0.326, 0.314, 0.316, 0.312, 0.312]"
1178,1178,2,de,13,Kubismus,Albert Gleizes,1928,7,1179,de,text,26,"Cubism has shown that such passion can still be aroused at the present day, if we judge by the lively debates it provoked - debates which, after eighteen years of living evolution, are still far from being at an end.",0.067,"['small', 'eng', 'law', 'tag', 'precis', 'fundament']","[0.375, 0.31, 0.299, 0.251, 0.215, 0.214]"
1179,1179,2,de,13,Kubismus,Albert Gleizes,1928,7,1180,de,text,27,"By the time of the Salon d'Automne which opened in 1911, some new talents had appeared, joining those who had been there at the beginning: André Lhote, Marcel Duchamp, Roger de la Fresnaye, Jacques Villon.",0.136,"['passiv', 'rapid', 'respect', 'word', 'scientif', 'cast']","[0.498, 0.484, 0.471, 0.23, 0.202, 0.173]"
1180,1180,2,de,13,Kubismus,Albert Gleizes,1928,7,1181,de,text,28,"And elsewhere, though he did not show with us, there was Juan Gris, the pitiless inquisitor, who was, later, to be one of the first to distinguish the essential elements of what there was in Cubism that was important, still, at this time, hidden by the tenacious persistence of old habits.",0.097,"['parallel', 'seen', 'detail', 'moment', 'sphere', 'given']","[0.429, 0.422, 0.387, 0.443, 0.401, 0.4]"
1181,1181,2,de,13,Kubismus,Albert Gleizes,1928,7,1182,de,text,29,"None of us, however, were able to get used to the scandal which continued to rage about us.",0.5,"['sound', 'creativ', 'clear', 'period', 'prof', 'bauhausbuch']","[0.435, 0.411, 0.407, 0.34, 0.21, 0.195]"
1182,1182,2,de,13,Kubismus,Albert Gleizes,1928,7,1183,de,text,30,"In those heroic times, what high, disinterested courage was shown by my friends in the struggle!",0.45,"['berlin', 'kinet', 'worker', 'grad', 'care', 'horizont']","[0.58, 0.399, 0.374, 0.429, 0.397, 0.394]"
1183,1183,2,de,13,Kubismus,Albert Gleizes,1928,7,1184,de,text,31,I cannot bring those moments back to memory without admiring the carefree open-heartedness of their action.,0.05,"['white', 'black', 'demand']","[0.582, 0.578, 0.544]"
1184,1184,2,de,13,Kubismus,Albert Gleizes,1928,7,1185,de,text,32,And this action was not an affair of little importance.,-0.044,"['fast', 'geometr', 'pigment', 'period', 'prof', 'bauhausbuch']","[0.471, 0.428, 0.383, 0.524, 0.394, 0.379]"
1185,1185,2,de,13,Kubismus,Albert Gleizes,1928,7,1186,de,text,33,"In fact, it is to those painters who were seen at the Indépendants or at the Salon d'Automne of 1911 that the glory belongs of having planted in the world of humanity a seed that, in the natural process of its growth, would split from top to bottom the generally accepted idea of form.",0.217,"['complex', 'abstract', 'rule', 'materi', 'later', 'lead']","[0.7, 0.696, 0.684, 0.287, 0.219, 0.218]"
